1,3,5,6,7,8,10,19,20,27,29,34,35,37,40,41,42,43,49,50,74,80,82,84,86,88,90,92,100,110,111,245,246,250,255,260,265,300,301,302,303,440,490,500,502,504,505,506,513,520,530,533,536,538,546,590,591,592,600,610,611,630,650,651,653,690,700,710,711,730,740,776,810,830,856,949,950,992,994,997,998,999
ocn434868833,OCoLC,2.01007E+13,m        b        ,cr cga---uuuuu,090831s1970    caua     b   f000 0 eng d,,,,,,,  |a(Sirsi) o434868833;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a,  |aAD0709907|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-59MX70061A,  |aNPS-59MX70061A,,,"1 |aMarto, P. J.",,,"13|aAn analytical and experimental investigation of rotating, non-capillary heat pipes :|bannual report /|cby P.J. Marto, T.J. Daley, L.J. Ballback.",,,,"  |aMonterey, California :|bNaval Postgraduate School,|c1970.",,  |a46 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |aNasa, Defense Purchase Request W-13,007.;  |a""30 June 1970""--Cover.;  |a""NPS-59MX70061A""--Cover.;  |aDTIC Identifiers: Heat pipes.;  |aAuthor(s) key words: Heat pipe, rotating, heat pipe, wickless, film condensation.",,  |aIncludes bibliographical references (p. 24-25),,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; September 1969 - June 1970.,"  |aAn analytical review of the operation of rotating, non-capillary heat pipes is presented, including a discussion of film condensation on the inside of a rotating, truncated cone. Predicted results so far obtained indicate that the heat transfer capability of rotating, non-capillary heat pipes depends upon condenser performance and is substantially higher than the capability of conventional, wick-limited heat pipes. The design and manufacture of an experimental rotating heat pipe apparatus is also described.",,,,,,,,,,,,, 0|aHeat|xTransmission|xInstruments.,,,,"1 |aDaley, T. J.;1 |aBallback, L. J.",2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQC323|b.M2|s1|tnorm|u00001|i32768001690092,,,  |aC0|bAD#,,,
ocn434042397,OCoLC,2.01007E+13,m        b        ,cr cga---uuuuu,090827s1972    caua     b   f000 0 eng d,,,,,,,  |a(Sirsi) o434042397;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a,  |aAD0754073|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-59MX72111A,  |aNPS-59MX72111A,,,"1 |aMarto, P. J.",,,"13|aAn analytical and experimental investigation of rotating, non-capillary heat pipes /|cby P.J. Marto.",,,,"  |aMonterey, California :|bNaval Postgraduate School,|c1972.",,  |a63 p. :|bill. ;|c28 cm.,,,,,,"  |aFinal report.;  |aTitle from cover.;  |aNASA, Defense Purchase Request W-13007.;  |a""30 November 1972""--Cover.;  |a""NPS-59MX72111A""--Cover.;  |aDTIC Identifiers: Heat pipes.;  |aAuthor(s) key words: Heat pipe, rotating, heat pipe, wickless, film condensation, condensation, thermosyphon.",,  |aIncludes bibliographical references (p. 32-33),,"  |a""Approved for public release; distribution unlimited""--Cover.","  |aTechnical report; September, 1969 - June, 1972.","  |aAn approximate theoretical model is derived for laminar film condensation on the inside of a rotating, truncated cone, and is used to predict the heat transfer performance of rotating, non-capillary heat pipes for a wide variety of parametric conditions. Experimental results are presented for water, ethyl alcohol and freon-113 in a stainless steel heat pipe rotating for speeds of 2800 RPM. Results show that these devices can be used effectively to transfer large quantities of heat in rotating systems. Predicted results agree to within plus or minus 20 percent of the experimental data. Dropwise condensation, instead of film condensation, improves heat pipe performance, while the presence of non-condensible gases impairs performance.",  |aAlso available in print.,,,  |aMode of access: World Wide Web.;  |aSystem requirements: Adobe Acrobat reader.,,,,  |ack/ 8/27/09.,,,,, 0|aHeat|xTransmission|xInstruments.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,41|uhttp://handle.dtic.mil/100.2/AD754073,  |lgen|nL|aQC323|b.M22|s1|tnorm|u00001|i32768001690100,,,  |aC0|bAD#,,,
ocn428684916,OCoLC,2.00907E+13,,cr bn|||||||||,090730s1974    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o428684916;  |a(CStRLIN)CDKGR6055323-B,  |aAD0781365|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-59MX74051,  |aNPS-59MX74051,,,"1 |aMarto, Paul J.",,,14|aThe thermal performance of air-cooled circuit boards used in standard electronic package designs /|cby Paul .J. Marto [and] Matthew D. Kelleher.,,,,"  |aMonterey, Calif. :|bNaval Postgraduate School,|c1974.",,  |a44 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""Prepared for: Naval Electronics Laboratory Center""--Cover.;  |a""20 May 1974""--Cover.;  |a""NPS-59Mx74051""--Cover.;  |aAuthor(s) subject terms: Electronics cooling, liquid crystals, convection heat transfer.",,  |aIncludes bibliographical references (p. 24-25).,,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1974.,"  |aA test section was designed and constructed to model air-cooled printed circuit boards containing integrated circuit components as proposed for Naval standard package designs. Thermal performance data are presented for air flow rates to 3.38 CFM across fiberglass/epoxy and aluminum core circuit boards, each containing nine resistor elements to simulate IC components. Hot spot areas on the boards are shown using both liquid crystals and thermocouple data. Results show that in designing such standard packages, care must be taken to avoid obstructions in the air flow path. These obstructions can cause poorly circulating flow regions near the circuit boards, leading to hot spots and poor thermal performance of the IC components. The use of an aluminum core circuit board can significantly reduce this hot spot problem. (Author)",,,,,,,,,,,,, 0|aHeat|xTransmission|xInstruments.; 0|aHeat|xConvection.; 0|aElectronic instruments.,,,,"1 |aKelleher, Matthew D.",2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQC323|b.M228|s1|tnorm|u00001|i32768001690118,,,  |aC0|bAD#,,,
ocn427876671,OCoLC,2.01006E+13,m        b        ,cr cga---uuuuu,090727s1974    cau      bt  f000 0 eng d,,,,,,,  |a(Sirsi) o427876671;  |a;  |a;  |a;  |a,  |aADA003865|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-53AC74121,  |aNPS-53AC74121,,,"1 |aArcher, David Anderson.",,,12|aA O(hp4s) cubic spline collocation method for quasilinear parabolic equation /|c[by] D. A. Archer.,,,,"  |aMonterey, Calif. :|bNaval Postgraduate School,|c1974.",,  |a35 p. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""Prepared for: Naval Postgraduate School, Monterey, California 93940""--Cover.;  |a""December 1974""--Cover.;  |a""NPS-53Ac74121""--Cover.;  |aTechnical report for period September 1974-December 1974.;  |aAuthor(s) subject terms: Collocation, cubic spline, parabolic equations.",,  |aIncludes bibliographical references (p. 31-33),,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1974.,"  |aA modified version of the usual cubic spline collocation method is proposed and analyzed for quasilinear parabolic problems.  Continuous time estimates of order O(hp4s) are obtained, via arguments based on certain discrete inner-products for a uniform mesh and sufficiently smooth problems.  Two types of collocation at the boundary are studied and shown to yield O(hp4s) and O(h^(7/2)) rates of convergence.",,,,,,,,,,,,," 0|aDifferential equations, Parabolic.; 0|aSpline theory.",,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQA374|b.A7|s1|tnorm|u00001|i32768001690167,,,  |aC0|bAD#,,,
ocn431372065,OCoLC,2.01007E+13,m        b        ,cr cga---uuuuu,090819s1973    caua     b   f000 0 eng d,,,,,,,  |a(Sirsi) o431372065;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a,  |aAD0767690|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-52PW73081A,  |aNPS-52PW73081A,,,"1 |aPowers, Victor Michael.",,,10|aControl structures in digital processes /|cby V. Michael Powers.,,,,"  |aMonterey, California :|bNaval Postgraduate School,|c1973.",,"  |aiii, 48 p. :|bill. ;|c28 cm.",,,,,,"  |aTitle from cover.;  |a""29 August 1973""--Cover.;  |a""NPS-52PW73081A""--Cover.;  |aDTIC Identifiers: Logic design, FORTRAN, MCS-4 computers, SIMPL programming language, microprogramming, Advanced Avionics Digital Computer, FORTRAN 4 programming language, ALGOL, PL/1 programming language.;  |aAuthor key words: Digital control, control structures, control states, digital process control.",,  |aIncludes bibliographical references (p. 44),,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1973-74.,  |aThe control space of a digital process can be viewed as a projection of the state space of the processor. This state space may be an interpretation of some underlying (perhaps physical) processor's state space. A control operator is a projection of a process step: the portion which specifies the 'next control state'. A set of elementary control structures is defined and used as a common basis for comparing the control structures in a microcomputer and several programming languages. The relationship of this view of control to several areas of computer science research is noted.,,,,,,,,  |ack/ 8/19/09.,,,,, 0|aElectronic digital computers|xDesign and construction.; 0|aComputer programming.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aTK7888.3|b.P79|s1|tnorm|u00001|i32768001693583,,,  |aC0|bAD#,,,
ocn430944771,OCoLC,2.01006E+13,m        b        ,cr cga---uuuuu,090818s1972    caua     b   f000 0 eng d,,,,,,,  |a(Sirsi) o430944771;  |a;  |a;  |a;  |a,  |aAD0747497|bDTI,  |aAD#|cAD#|dAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-52PW72071A,  |aNPS-52PW72071A,,,"1 |aPowers, Victor Michael.",,,10|aFunctional program modules (FPMs) and digital systems design /|cby V. Michael Powers.,,,,"  |aMonterey, California :|bNaval Postgraduate School,|c1972.",,"  |av , 48 p. :|bill. ;|c28 cm.",,,,,,"  |aTitle from cover.;  |aWork request no. 2-9104, amendment number one, April 17. 1972.;  |a""20 July 1972""--Cover.;  |a""NPS-52PW72071A""--Cover.;  |aDTIC Identifiers: Modular computers, FORTRAN.;  |aAuthor key words: Functional program modules, register transfer modules, digital system design, hardware design, software design, automatic design.",,  |aIncludes bibliographical references (p. 43),,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1971-1972.,"  |aDesign of digital electronic systems for a range of applications such as the functions of small ships requires a unified approach which does not make a priori choices between hardware and software. Throughout the several levels of digital system structure, the design procedure is protrayed as a task of preparing a program and translating the program into successively different languages. One language is the language of Functional Program Modules. These modules are versatile, effective, program control and operative modules which can easily be configured (programmed) and can be used with methods which automatically produce assembly and maintenance information. Examples, extensions and applications of FPMs are discussed.",,,,,,,,  |ack/ 8/19/09.,,,,, 0|aElectronic digital computers|xDesign and construction.; 0|aComputer programming.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aTK7888.3|b.P8|s1|tnorm|u00001|i32768001693591,,,  |aC0|bAD#,,,
ocn427649740,OCoLC,2.01007E+13,m        b        ,cr cga---uuuuu,090724s1974    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o427649740;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a,  |aAD0787475|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-52PO74051,  |aNPS-52PO74051,,,"1 |aPowers, J. P.|q(John Patrick)",,,10|aAnalysis of a multipurpose electro-optical signal processor /|c[by] John P. Powers.,,,,"  |aMonterey, Calif. :|bNaval Postgraduate School,|c1974.",,  |a29 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""Prepared for: Naval Electronics Laboratory Center San Diego, California 92152""--Cover.;  |a""May 1974""--Cover.;  |a""NPS-52Po74051""--Cover.;  |aFinal report for period 1 May 1973 - 1 July 1973.;  |aAuthor(s) subject terms: Electro optical, signal processing, charge coupled device, light emitting diode.",,  |aIncludes bibliographical references (p. 20),,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 20 June 1974.,"  |aThe report contains an analysis of the technology required for the operation of an electrooptical signal processor. The individual elements consisting of light emitting diodes, photographic transparencies and charge-coupled device (CCD) imaging devices were considered for feasibility of use and potential limitations to system response or applications. Primarily, the system frequency response and dynamic range is restricted by the CCD imaging device. Other trade-offs in the design and application of the system are also indicated. (Author)",,,,,,,,,,,,, 0|aOptical instruments.; 0|aSignal theory (Telecommunication); 0|aFourier transformations.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQC371|b.P8|s1|tnorm|u00001|i32768001694862,,,  |aC0|bAD#,,,
ocn428688548,OCoLC,2.01007E+13,m        b        ,cr cga---uuuuu,090730s1974    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o428688548;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a,  |aADA000095|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-59BC74111A,  |aNPS-59BC74111A,,,"1 |aBrock, John E.",,,14|aThe centroid and inertia tensor for a spherical triangle /|cby John E. Brock.,,,,"  |aMonterey, Calif. :|bNaval Postgraduate School,|c1974.",,  |a12 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""1 November 1974""--Cover.;  |a""NPS-59BC74111A""--Cover.;  |aAuthor(s) subject terms: Dyadic, inertia, inertia dyadic, inertia tensor, spherical triangle, tensor.",,,,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1974.,"  |aThis monograph establishes formulas for the centroidal vector and the inertia tensor of a mass distribution which is uniform on the surface of a general spherical triangle. These results supplement formula-lists for useful, fundamental mass distributions such as that given in E. A. Milne's VECTORIAL MECHANICS. (Author)",,,,,,,,,,,,, 0|aCenter of mass|xMathematical models.; 0|aCalculus of tensors|xMathematical models.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQA839|b.B8|s1|tnorm|u00001|i32768001697543,,,  |aC0|bAD#,,,
ocn434850431,OCoLC,2.01006E+13,m        b        ,cr cga---uuuuu,090831s1971    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o434850431;  |a;  |a;  |a;  |a,  |aAD0728596|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-53ZK71071A,  |aNPS-53ZK71071A,,,"1 |aComstock, Craig C.",,,14|aThe Poincarâe-Lighthill perturbation technique and its generalizations /|cby Craig Comstock.,,,,"  |aMonterey, California :|bNaval Postgraduate School,|c1971.",,  |a30 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""20 July 1971""--Cover.;  |a""NPS-53ZK71071A""--Cover.;  |aDTIC Identifiers: Ordinary differential equations, PLK method.;  |aAuthor(s) key words: Singular perturbation, PLK method, ordinary differential equations.",,  |aIncludes bibliographical references (p. 24-25),,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1971.,  |aThe known generalization of the Poincare-Lighthill perturbation method of strained coordinates are investigated and compared. Some new conditions for its applicability are conjectured and some of its limitations are shown. (Author),,,,,,,,,,,,," 0|aPerturbation (Mathematics); 0|aDifferential equations, Partial.",,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQA871|b.C7|s1|tnorm|u00001|i32768001697634,,,  |aC0|bAD#,,,
ocn438072205,OCoLC,2.01007E+13,m        b        ,cr cga---uuuuu,090923s1976    caua     b   f000 0 eng d,,,,,,,  |a(Sirsi) o438072205;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a,  |aADA031840|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-55PK76071,  |aNPS-55PK76071,,,"1 |aPoock, G. K.|q(Gary K.)",,,10|aFactors involved in the variability of monthly major aircraft accident rates /|cby G. K. Poock.,,,,"  |aMonterey, California :|bNaval Postgraduate School,|c1976.",,  |a12 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""Prepared for: Naval Safety Center, Norfolk, Virginia 23511""--Cover.;  |a""July 1976""--Cover.;  |a""NPS55PK76071""--Cover.;  |aDTIC Identifiers: Aircraft worthiness.;  |aAuthor(s) key words: Accidents, major aircraft accidents, multiple regression.",,  |aIncludes bibliographical references (p. 11),,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1976.,  |aResults are presented showing the development of regression equations to help determine human and/or aircraft variables which appear to account for the variability in monthly major aircraft accident rates.,,,,,,,,  |ack/ 9/23/09.,,10|aUnited States.|bNavy|xAviation.,,, 0|aAircraft accidents|xMathematical models.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aTL553.5|b.P78|s1|tnorm|u00001|i32768001698475,,,  |aC0|bAD#,,,
ocn428817081,OCoLC,2.00907E+13,,cr bn|||||||||,090731s1976    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o428817081;  |a(CStRLIN)CDKGR6055965-B,  |aADA027256|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-55PK76061,  |aNPS-55PK76061,,,"1 |aPoock, G. K.|q(Gary K.)",,,10|aTrends in major aircraft accident rates|h[electronic resource]  /|cby G.K. Poock.,,,,"  |aMonterey, Calif. :|bNaval Postgraduate School,|c1976.",,  |a24 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""Prepared for: Naval Safety Center, Norfolk, Virginia 23511""--Cover.;  |a""June 1976""--Cover.;  |a""NPS-55Pk76061""--Cover.;  |aAuthor(s) subject terms: Cycles, trends, accidents, major aircraft accidents.",,  |aIncludes bibliographical references (p. 20).,,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1976.,"  |aA variety of approaches was taken to look for consistent cycles or trends in monthly major aircraft accident rates. Approaches are discussed looking at the data by years, commands and aircraft types.",  |aAlso available in print.,,,  |aMode of access: World Wide Web.;  |aSystem requirements: Adobe Acrobat reader.,,,,,,10|aUnited States.|bNavy|xAviation.,,, 0|aAircraft accidents|xStatistics.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,41|uhttp://handle.dtic.mil/100.2/ADA027256,  |lgen|nL|aTL553.5|b.P8|s1|tnorm|u00001|i32768001698483,,,  |aC0|bAD#,,,
ocn434459468,OCoLC,2.00908E+13,,cr bn|||||||||,090828s1971    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o434459468;  |a(CStRLIN)CDKGR6055982-B,  |aAD0733436|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-57GN71092A,  |aNPS-57GN71092A,,,"1 |aGawain, Theodore Henry.",,,10|aTables of eigenvalues and eigenfunctions of the Orr-Sommerfeld equation for plane Poiseuille flows /|cby T.H. Gawain and W.H. Clark.,,,,"  |aMonterey, California :|bNaval Postgraduate School,|c1971.",,  |a184 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""10 September 1971""--Cover.;  |a""NPS-57GN71092A""--Cover.;  |aDTIC Identifiers: Numerical integration, Orr-Sommerfeld equation, FORTRAN, FORTRAN 4 programming language, eigenvalues, eigenvectors.;  |aAuthor(s) key words: Hydrodynamic stability, finite-differences, plane Poiseuille flow.",,  |aIncludes bibliographical references (p. 18).,,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1971.,"  |aIn the report the authors present a numerical technique for computing the eigenvalues and eigenfunctions of the Orr-Sommerfeld equation for infinitesimal disturbances in plane Poiseuille flows. For the case alpha = 1.0, Rsube = 6667 the eigenvalues, beta sub Nm, (n = 1,2,3,4 m = 1,2,...199) and eigenfunctions, phi sub nm(y), (n = 1,2,3,4 m = 1,2,...8) are presented in tabular and graphical form. In addition the function, chi sub nm(y), which is orthogonal to phi sub nm(y), over the interval -1 or - y or - plus or minus 1 is tabulated. In a previous report (Gawain and Clark)1971) it was shown that these eigenfunctions can be extremely useful in describing certain aspects of the nonlinear mechanics of wave disturbances in plane Poiseuille flows. It is hoped that the present report will serve both as a complement to the previously mentioned report and as a useful reference for similar future investigations. (Author)",,,,,,,,,,,,, 0|aFluid dynamics|vTables.; 0|aStability|vTables.; 0|aFORTRAN (Computer program language); 0|aEigenvalues.; 0|aEigenvectors.,,,,"1 |aClark, W. H.",2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQA911|b.G19|s1|tnorm|u00001|i32768001698715,,,  |aC0|bAD#,,,
ocn434459424,OCoLC,2.01007E+13,m        b        ,cr cga---uuuuu,090828s1971    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o434459424;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a,  |aAD0727103|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-57GN71021A,  |aNPS-57GN71021A,,,"1 |aGawain, Theodore Henry.",,,10|aDevelopment of a unified heuristic model of Fluid turbulence /|cby T.H. Gawain and J.W. Pritchett.,,,,"  |aMonterey, California :|bNaval Postgraduate School,|c1971.",,  |a119 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""February 1971""--Cover.;  |a""NPS-57GN71021A""--Cover.;  |aDTIC Identifiers: Mixing length, channel flow, turbulent diffusion.;  |aAuthor(s) key words: Fluid turbulence, scale of turbulence, Eddy viscosity, turbulent jet, turbulent flow, Poiseuille flow, spectrum of turbulence, correlation function, mixing length, turbulent dissipation, turbulent diffusion, turbulent energy, Reynolds stresses.",,  |aIncludes bibliographical references (p. 96-97),,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1971.,"  |aA unified heuristic model of fluid turbulence is proposed which supplements the basic equations of motion and continuity so as to define determinate solutions under a wide variety of conditions. A single set of equations applies to all cases. Only the boundary conditions change for each application. The Reynolds stresses are related to the mean flow heuristically, through an eddy viscosity. This also involves the turbulent energy, which is analyzed with the aid of empirical expressions for dissipation and diffusion. A characteristic local length scale is introduced, based on a generalization of von Karmon's mixing length. The model is illustrated by application to a channel and a jet. Agreement with experiment is noted. The report also includes an original analysis of the stress/strain rate relation. (Author)",,,,,,,,,,,,, 0|aFluid dynamics.; 0|aTurbulence.; 0|aViscosity.,,,,"1 |aPritchett, John W.",2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQA911|b.G14|s1|tnorm|u00001|i32768001698897,,,  |aC0|bAD#,,,
ocn436450460,OCoLC,2.01006E+13,m        b        ,cr cga---uuuuu,090914s1971    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o436450460;  |a;  |a;  |a;  |a,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-57GN71091A,  |aNPS-57GN71091A,,,"1 |aGawain, Theodore Henry.",,,12|aA numerical investigation of the non-linear mechanics of wave disturbances in plane Poiseuille flows /|cby T.H. Gwain and W.H. Clark.,,,,"  |aMonterey, California :|bNaval Postgraduate School,|c1971.",,  |a121 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""2 September 1971""--Cover.;  |a""NPS-57GN71091A""--Cover.;  |aAuthor(s) key words: Hydrodynamic stability, finite-differences, turbulence, plane Poiseuille flow.",,  |aIncludes bibliographical references (p. 39-40),,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1971.,"  |aThe response of a plane Poiseuille flow to disturbances of various initial wavenumbers and amplitudes is investigated by numerically integrating the equation of motion.  It is shown that for very low amplitude disturbances the numerical integration scheme yields results that are consistent with those predictable from linear theory.  It is also shown that because of non-linear interactions a growing unstable disturbance excites higher wavenumber modes which have the sam frequency, or phase velocity, as the primary mode.  For very low amplitude disturbances these spontaneously generated higher wavenumber modes have a strong resemblance to certain modes computed from the linear Orr-Sommerfeld equation.  In general it is found that the disturbance is dominated for a long time by the primary mode and that there is little alteration of the original parabolic mean velocity profile.  There is evidence of the existence of an energy equilibrium state which is common to all finite-amplitude disturbances despite their initial wavenumbers.  This equilibrium energy level is roughly 3-5% of the energy in the mean flow which is an order of magnitude higher than the equilibrium value predicted by existing non-linear theories. (Author)",,,,,,,,  |akmc/kmc 9/14/09.,,,,, 0|aFluid dynamics|xMathematical models.; 0|aStability|xMathematical models.; 0|aTurbulence|xMathematical models.,,,,"1 |aClark, W. H.",2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQA911|b.G16|s1|tnorm|u00001|i32768001698905,,,  |aC0|bAD#,,,
